Stock,Jesse_Score,Rank,Predicted_Change_Percent
WMG,0.5776,3339,-1.48
BOWN,0.5775,3340,10.29
EJH,0.5775,3341,5.63
UFIV,0.5775,3342,8.64
ICU,0.5774,3343,6.55
ITIC,0.5772,3344,5.72
PRE,0.577,3345,-1.14
ZG,0.5769,3346,10.48
CASS,0.5765,3347,12.61
GRAB,0.5764,3348,-3.15
NUWE,0.5764,3349,11.22
MBCN,0.5763,3350,12.06
ECXWW,0.5762,3351,0.85
JMID,0.5762,3352,9.74
CHSCM,0.576,3353,10.08
FATBP,0.576,3354,12.96
CASY,0.5758,3355,3.83
FCAL,0.5758,3356,-1.18
BSET,0.5754,3357,8.99
TGTX,0.5754,3358,8.89
LIDRW,0.5752,3359,-3.33
FCFS,0.5751,3360,3.29
MVIS,0.5751,3361,14.35
UCRD,0.5751,3362,9.85
TECTP,0.575,3363,8.49
GOOD,0.5746,3364,13.02
INDI,0.5746,3365,12.17
WNEB,0.5746,3366,7.08
VTWO,0.5745,3367,4.72
COMM,0.5744,3368,-4.79
IMTXW,0.5744,3369,12.22
BND,0.5743,3370,-1.13
LIVN,0.5741,3371,6.01
QCOM,0.5741,3372,5.65
RSVRW,0.5739,3373,-4.67
DYFI,0.5737,3374,2.16
FANG,0.5737,3375,3.34
DSWL,0.5735,3376,-4.58
MLTX,0.573,3377,4.31
ANDE,0.5726,3378,-0.45
BIIB,0.5726,3379,-3.72
BRLS,0.5726,3380,-0.77
HOLOW,0.5726,3381,-0.14
IGSB,0.5726,3382,-1.89
FORTY,0.5724,3383,13.49
SOXX,0.5724,3384,12.62
ALXO,0.5723,3385,-4.03
TLRY,0.5723,3386,-0.04
DBX,0.5722,3387,1.57
BTBT,0.5721,3388,-0.07
ASBPW,0.5718,3389,12.77
BHRB,0.5718,3390,4.32
NEWTZ,0.5717,3391,4.83
SRBK,0.5717,3392,12.15
NFE,0.5716,3393,7.3
SLDP,0.5716,3394,7.72
ESPO,0.5712,3395,-0.62
NXPL,0.571,3396,1.05
EDHL,0.5709,3397,7.02
BKR,0.5707,3398,10.48
LIMN,0.5702,3399,10.81
ZCAR,0.5702,3400,-3.0
KIDZW,0.57,3401,12.12
RAAQU,0.57,3402,2.99
COGT,0.5699,3403,3.95
GIPR,0.5699,3404,-4.49
GITS,0.5698,3405,-2.74
ALDX,0.5695,3406,8.31
HVIIR,0.5693,3407,9.07
IPGP,0.5693,3408,0.74
CPZ,0.5691,3409,10.42
ITRN,0.5691,3410,-3.23
HROW,0.5689,3411,6.22
INTZ,0.5687,3412,3.09
FINX,0.5686,3413,11.48
PBBK,0.5686,3414,12.16
LOAN,0.5684,3415,12.62
RICK,0.5682,3416,3.51
CEROW,0.5681,3417,5.12
NIVF,0.5681,3418,8.12
NDLS,0.568,3419,-2.77
OCX,0.5679,3420,12.86
FMBH,0.5678,3421,4.5
ORCX,0.5678,3422,-3.54
STAI,0.5677,3423,6.75
GPAT,0.5676,3424,-0.03
ISPR,0.5676,3425,3.39
SLNO,0.5676,3426,6.19
TOUR,0.5676,3427,-4.57
HOLO,0.5675,3428,-1.07
NEHCW,0.5672,3429,6.27
JYD,0.5671,3430,3.15
OMER,0.5669,3431,8.21
SRTS,0.5669,3432,0.97
INTU,0.5668,3433,4.23
RIOT,0.5668,3434,-3.31
BPYPN,0.5667,3435,14.4
AFJK,0.5666,3436,-3.98
SPT,0.5666,3437,-1.81
AGEM,0.5665,3438,-4.39
LHSW,0.5664,3439,1.92
UIVM,0.5664,3440,14.51
UROY,0.5663,3441,14.93
LEGR,0.5662,3442,2.86
OUSTW,0.566,3443,-3.65
BOSC,0.5659,3444,-2.72
ARCB,0.5653,3445,-1.04
INBS,0.5653,3446,3.7
VXRT,0.5653,3447,4.08
LYTS,0.5651,3448,11.74
OXSQZ,0.565,3449,-0.76
PNBK,0.565,3450,11.73
FLNT,0.5648,3451,13.95
NVVE,0.5648,3452,-2.13
MSW,0.5647,3453,5.2
SIDU,0.5647,3454,14.68
DSGN,0.5646,3455,-3.28
CDZIP,0.5645,3456,-1.54
LMAT,0.5644,3457,-0.38
ALLW,0.5642,3458,11.12
EEIQ,0.564,3459,10.51
BJK,0.5638,3460,-1.15
MNTL,0.5638,3461,4.66
COSM,0.5636,3462,-4.46
PMAX,0.5636,3463,12.3
REGN,0.5636,3464,-3.94
WABF,0.5636,3465,9.47
CYRX,0.5634,3466,14.4
FATBB,0.5632,3467,13.66
ISPO,0.5632,3468,-1.86
PSHG,0.5632,3469,1.0
RAIN,0.5632,3470,4.31
ATLCP,0.563,3471,10.34
RUSHA,0.5629,3472,6.96
SNSR,0.5629,3473,1.38
PLYA,0.5626,3474,11.58
DTSQR,0.5625,3475,1.39
CHARU,0.5623,3476,12.71
LION,0.5623,3477,10.46
CCLD,0.5622,3478,13.17
GIND,0.5622,3479,3.39
GPRO,0.5622,3480,1.94
SRPT,0.562,3481,-2.53
TVACU,0.562,3482,-4.38
IAS,0.5618,3483,2.97
WHLR,0.5618,3484,4.5
DTST,0.5617,3485,10.04
PLTG,0.5616,3486,14.41
ELVN,0.5615,3487,-0.42
KRNT,0.5614,3488,2.09
PRN,0.5614,3489,0.92
PBFS,0.5613,3490,11.25
RMNI,0.561,3491,11.24
RVPHW,0.5607,3492,-2.62
FYT,0.5606,3493,-1.4
MYPS,0.5606,3494,0.65
ARMG,0.5603,3495,2.85
MCRI,0.5603,3496,-0.63
SANM,0.5601,3497,7.27
NXTG,0.5599,3498,7.63
VRTL,0.5599,3499,3.33
NWFL,0.5597,3500,-3.93
INDH,0.5596,3501,-0.82
AGIX,0.5594,3502,-3.05
BSCX,0.5593,3503,-0.53
RFAIU,0.5593,3504,-0.43
ASTI,0.5592,3505,0.28
DCTH,0.559,3506,0.9
CNFRZ,0.5589,3507,9.91
VCIG,0.5587,3508,10.19
GOOGL,0.5584,3509,13.73
WING,0.5584,3510,6.72
COWG,0.5582,3511,14.02
OPTZ,0.5582,3512,13.53
INGN,0.5581,3513,14.7
MOGO,0.5581,3514,-0.0
LGHL,0.558,3515,10.24
MFIC,0.5579,3516,6.41
ALLO,0.5575,3517,13.19
PGEN,0.5574,3518,12.95
BRZE,0.5571,3519,0.06
THMZ,0.5571,3520,13.05
NRXPW,0.5566,3521,5.99
GAMB,0.5565,3522,6.46
HLIT,0.5565,3523,-2.94
BCTXW,0.5564,3524,6.46
TIGO,0.5564,3525,-3.86
BLRX,0.5563,3526,9.82
AKBA,0.556,3527,9.03
RIME,0.556,3528,4.05
ZXYZ.A,0.556,3529,0.69
RANGU,0.5559,3530,10.94
INAB,0.5558,3531,3.86
JFU,0.5558,3532,6.5
XOSWW,0.5555,3533,8.59
SFST,0.5552,3534,1.55
STKS,0.5552,3535,10.38
ICON,0.5551,3536,0.59
CLBT,0.5547,3537,2.89
HNVR,0.5547,3538,-4.95
VTSI,0.5545,3539,9.5
FITB,0.5544,3540,12.97
BSCW,0.5543,3541,-1.23
EDBLW,0.5543,3542,12.39
STNE,0.5542,3543,11.3
MCFT,0.5541,3544,6.54
IONS,0.5539,3545,6.51
PAYO,0.5538,3546,4.93
QCLN,0.5537,3547,7.1
LMB,0.5535,3548,5.67
ANL,0.5532,3549,5.75
ILAG,0.5532,3550,-3.82
WTBN,0.5531,3551,0.8
RELIW,0.5529,3552,-2.51
INVZW,0.5522,3553,12.43
JVSA,0.552,3554,-2.73
PDLB,0.5519,3555,11.89
TYGO,0.5518,3556,2.82
VINP,0.5518,3557,5.67
DYNX,0.5517,3558,-3.41
SSYS,0.5517,3559,13.78
STSS,0.5517,3560,10.63
HLP,0.5512,3561,1.34
BBH,0.5511,3562,1.33
BTBD,0.551,3563,5.13
WGS,0.551,3564,-3.38
GLNG,0.5509,3565,1.34
NBIX,0.5509,3566,6.07
RUN,0.5508,3567,11.48
VCIT,0.5508,3568,-2.25
MNSB,0.5507,3569,4.59
SBET,0.5504,3570,11.11
FHB,0.5502,3571,-3.16
NODK,0.5501,3572,3.68
IROHW,0.5499,3573,-4.05
PPSI,0.5499,3574,10.19
GDEN,0.5497,3575,8.47
FLDB,0.5496,3576,3.98
CASI,0.5495,3577,6.31
MOOD,0.5493,3578,2.19
ZD,0.5493,3579,12.14
ATPC,0.5492,3580,3.12
DYTA,0.5492,3581,4.38
AZ,0.549,3582,3.59
CAPNU,0.549,3583,-2.5
QQQE,0.5489,3584,14.86
CVLT,0.5488,3585,-2.25
EMBC,0.5486,3586,13.13
MEDX,0.5485,3587,0.78
SPWR,0.5485,3588,4.86
GFS,0.5484,3589,13.38
CSBR,0.5483,3590,8.63
ARBE,0.5482,3591,-2.77
RDTY,0.5482,3592,-0.76
RIBBR,0.5481,3593,-4.69
HTLM,0.548,3594,2.83
SVIIU,0.548,3595,-0.78
INVA,0.5476,3596,7.5
REVBW,0.5476,3597,8.84
EMXC,0.5475,3598,0.09
SHPH,0.5475,3599,4.12
SOLT,0.5475,3600,3.04
TACT,0.5475,3601,3.92
CLOU,0.5473,3602,10.28
DYNI,0.5473,3603,12.85
FNX,0.5473,3604,-3.96
MESO,0.5471,3605,14.5
ALOT,0.547,3606,-1.49
CBSH,0.547,3607,-0.02
LPAAU,0.547,3608,4.65
NVA,0.547,3609,13.28
ATRA,0.5466,3610,0.53
FBIOP,0.5464,3611,9.23
FID,0.5464,3612,5.52
IPCXU,0.5463,3613,8.2
PLBC,0.5463,3614,13.88
KLXE,0.5462,3615,-3.69
USVM,0.5462,3616,-0.03
EPSN,0.546,3617,6.72
QTTB,0.546,3618,12.11
NXXT,0.5458,3619,-3.73
GRFS,0.5457,3620,12.61
HECO,0.5457,3621,-4.79
FATN,0.5456,3622,-3.55
SXTP,0.5453,3623,5.98
NHICW,0.5448,3624,13.51
IROHR,0.5447,3625,14.53
SENEB,0.5447,3626,1.32
PFF,0.5446,3627,-4.81
VSMV,0.5444,3628,13.14
FIVE,0.5443,3629,11.36
INBX,0.5441,3630,5.73
RAND,0.5438,3631,-3.48
OSIS,0.5437,3632,6.2
ROIV,0.5436,3633,13.68
MAXI,0.5435,3634,7.98
CCCS,0.5433,3635,14.39
FUND,0.5432,3636,1.39
FTXG,0.5431,3637,-0.32
TRUG,0.543,3638,-3.6
BSMQ,0.5429,3639,-0.93
OAKUW,0.5425,3640,0.05
ORKA,0.5425,3641,-4.36
CBRL,0.5424,3642,6.48
ACON,0.5423,3643,-0.29
SERV,0.5423,3644,1.27
ZXZZT,0.5423,3645,-4.99
DRRX,0.5422,3646,4.79
AAPU,0.5421,3647,4.12
MNSBP,0.5421,3648,14.44
TBPH,0.5421,3649,-1.73
PLTR,0.542,3650,14.11
RZLT,0.5418,3651,1.87
NHPAP,0.5416,3652,9.4
IXUS,0.5415,3653,13.13
LCUT,0.5415,3654,-2.45
DTSTW,0.5414,3655,9.34
TBLA,0.5414,3656,0.43
TSHA,0.5414,3657,-0.72
PTGX,0.5411,3658,1.75
BOTT,0.5409,3659,0.87
FTXH,0.5407,3660,1.25
NECB,0.5406,3661,8.59
KBWP,0.5404,3662,0.63
SARK,0.5404,3663,-4.07
MILN,0.5403,3664,-3.98
NTCL,0.5403,3665,9.73
APCXW,0.5401,3666,-2.27
INSG,0.5401,3667,6.3
SMID,0.5401,3668,10.34
BUJA,0.5398,3669,-3.19
GRRR,0.5397,3670,-4.18
FULC,0.5396,3671,14.55
AGYS,0.5395,3672,-2.05
LBTYA,0.5394,3673,8.25
NB,0.5394,3674,4.15
ICCC,0.5392,3675,0.36
CUBWW,0.5391,3676,6.86
GSHD,0.5391,3677,7.74
CEPT,0.5389,3678,3.18
TACOU,0.5389,3679,12.68
PODC,0.5386,3680,-0.51
RPID,0.5386,3681,11.47
NOVT,0.5384,3682,-2.26
RAVE,0.5384,3683,11.91
AGNCM,0.5381,3684,2.52
TCBI,0.5381,3685,11.65
AKTX,0.538,3686,8.57
PABU,0.538,3687,12.29
ERII,0.5377,3688,3.28
CYCU,0.5376,3689,6.56
HLAL,0.5375,3690,8.59
MRIN,0.5375,3691,5.52
QQA,0.5374,3692,4.83
QSG,0.5371,3693,0.63
SLVO,0.5371,3694,0.48
GAUZ,0.537,3695,13.41
DNTH,0.5366,3696,1.87
JFB,0.5362,3697,8.88
RILYT,0.5362,3698,-0.41
LNZAW,0.5361,3699,14.14
PC,0.536,3700,1.38
PLTK,0.536,3701,7.69
ACTG,0.5359,3702,10.07
KLRS,0.5359,3703,3.38
AERTW,0.5356,3704,6.91
JBLU,0.5356,3705,-2.96
KELYB,0.5356,3706,-1.35
HIVE,0.5353,3707,-1.86
UONE,0.5353,3708,5.87
DEVS,0.5351,3709,13.61
ARHS,0.5349,3710,-4.28
CUE,0.5348,3711,-4.84
ERET,0.5347,3712,12.75
LEXI,0.5347,3713,12.56
RELY,0.5347,3714,13.76
PUI,0.5346,3715,1.57
CETY,0.5345,3716,14.12
CREX,0.5342,3717,7.73
GALT,0.5342,3718,-0.76
UMMA,0.5342,3719,-1.38
BZAIW,0.5341,3720,-2.27
AEYE,0.534,3721,7.29
APPS,0.5337,3722,-1.7
ASUR,0.5335,3723,6.05
LBGJ,0.5334,3724,10.61
BKHAU,0.5332,3725,14.93
ARTW,0.5331,3726,12.95
STNC,0.5331,3727,7.47
SHOO,0.533,3728,2.45
MODL,0.5329,3729,-2.5
BLMN,0.5328,3730,-0.49
NBTX,0.5326,3731,-0.23
NWSA,0.5325,3732,7.22
OESX,0.5324,3733,1.46
RVSN,0.5324,3734,1.7
CNOB,0.5323,3735,0.74
LVLU,0.5323,3736,-0.58
TALK,0.5322,3737,3.41
HCOW,0.532,3738,3.79
NTWOU,0.5314,3739,5.56
QMCO,0.5313,3740,-3.9
ADN,0.5312,3741,14.63
CRVS,0.5312,3742,6.64
HURN,0.5312,3743,7.43
AMZZ,0.5311,3744,9.47
DLTH,0.5311,3745,0.99
IREN,0.531,3746,6.1
CNTY,0.5309,3747,0.14
QRVO,0.5309,3748,2.92
IDCC,0.5305,3749,4.34
AMZU,0.5304,3750,14.62
UTSI,0.5303,3751,3.99
CIGL,0.53,3752,-3.71
XERS,0.53,3753,0.31
IVVD,0.5298,3754,6.42
CNTM,0.5296,3755,-2.09
AIPI,0.5295,3756,1.28
LGO,0.5294,3757,4.82
ALBT,0.5293,3758,5.22
GILD,0.5293,3759,10.07
CHSCL,0.529,3760,2.29
EBTC,0.529,3761,5.61
ELUT,0.529,3762,-3.34
IDYA,0.529,3763,7.37
FMED,0.5288,3764,3.25
NVD,0.5288,3765,5.7
DHCNL,0.5286,3766,9.6
RGTI,0.5285,3767,-3.64
SHC,0.5285,3768,-4.84
SOGP,0.5285,3769,1.57
HCM,0.5283,3770,-0.83
ARDX,0.5282,3771,5.39
BUSE,0.5278,3772,-3.86
AFRM,0.5277,3773,14.04
AVGO,0.5277,3774,12.27
CEADW,0.5277,3775,2.56
MKTW,0.5277,3776,8.61
MGIH,0.5276,3777,12.35
SANA,0.5276,3778,8.69
IVDAW,0.5275,3779,-0.66
AVXC,0.5274,3780,10.92
BPYPO,0.5272,3781,0.91
CWST,0.5272,3782,11.56
MBAVU,0.5271,3783,0.14
GRNQ,0.5268,3784,8.13
HCSG,0.5267,3785,11.3
VSEE,0.5265,3786,14.85
ESLAW,0.5264,3787,6.98
PYZ,0.5264,3788,14.92
RBB,0.5264,3789,-2.11
AGZD,0.5263,3790,3.83
MLAB,0.5262,3791,-3.59
SNRE,0.5257,3792,4.04
TCOM,0.5257,3793,-3.9
ZBRA,0.5255,3794,9.8
NTCT,0.5254,3795,7.33
ANTE,0.5253,3796,4.05
PYPL,0.5252,3797,-2.14
COFS,0.5251,3798,2.1
MYMJ,0.5249,3799,12.18
CATY,0.5247,3800,12.73
KNDI,0.5247,3801,-0.67
DGRS,0.5246,3802,-4.84
NBTB,0.5245,3803,10.55
ACRV,0.5244,3804,4.83
VCICU,0.5242,3805,-3.04
CLSKW,0.5241,3806,2.97
CMPX,0.5241,3807,12.75
OCFCP,0.5241,3808,-4.08
SCYX,0.5238,3809,5.66
PCB,0.5236,3810,-1.58
CA,0.5235,3811,-1.8
MATH,0.5234,3812,-0.72
BSMP,0.5233,3813,9.04
RUNN,0.5232,3814,1.5
ESOA,0.5231,3815,-3.99
LDEM,0.5229,3816,2.82
SHMDW,0.5229,3817,1.17
TNXP,0.5227,3818,11.63
PRZO,0.5226,3819,4.75
EBIZ,0.5225,3820,10.21
HSPO,0.5222,3821,-0.51
SVII,0.5222,3822,8.12
CELC,0.5221,3823,13.19
AFCG,0.5219,3824,-1.72
SERA,0.5216,3825,8.67
ACWX,0.5215,3826,13.01
GXDW,0.5215,3827,11.74
WAI,0.5215,3828,-0.71
GYRO,0.5214,3829,7.04
AGFY,0.5213,3830,2.99
BCYC,0.5213,3831,13.84
MUD,0.5213,3832,-3.7
UTEN,0.5213,3833,10.22
CCLDO,0.521,3834,9.32
HEJD,0.521,3835,-3.1
ENTX,0.5207,3836,7.62
FRD,0.5207,3837,13.68
SLGL,0.5207,3838,10.15
GLE,0.5206,3839,-1.23
ONB,0.5204,3840,11.22
FGF,0.5202,3841,-2.91
NXPLW,0.52,3842,6.14
AMZN,0.5199,3843,1.6
PNRG,0.5199,3844,2.4
BIGC,0.5198,3845,-4.48
MBINL,0.5198,3846,-2.7
CYCC,0.5197,3847,7.46
GCTK,0.5196,3848,6.15
CORT,0.5194,3849,2.35
HROWM,0.5194,3850,-0.64
SBCF,0.5194,3851,6.45
BUFI,0.5191,3852,10.38
PDEX,0.5191,3853,9.81
AGGA,0.519,3854,5.64
GLBZ,0.519,3855,-0.95
ZAPP,0.5189,3856,-1.35
MYMI,0.5188,3857,13.44
MNDR,0.5186,3858,0.03
UAE,0.5186,3859,-4.87
CRMD,0.5185,3860,4.92
AIRR,0.5184,3861,-4.17
MNRO,0.5183,3862,-0.69
IGOV,0.5182,3863,9.44
CHR,0.5181,3864,14.57
SCWO,0.518,3865,8.69
SBC,0.5179,3866,4.56
MARA,0.5178,3867,-1.27
MIMI,0.5178,3868,-2.91
COLAU,0.5177,3869,4.06
GOVX,0.5177,3870,-1.66
CGCTU,0.5176,3871,-4.23
PPTA,0.5176,3872,12.7
TILE,0.5175,3873,8.42
RWAYZ,0.5173,3874,-3.74
UPC,0.5172,3875,11.28
HEES,0.5168,3876,3.0
LAZR,0.5168,3877,11.03
SNAL,0.5167,3878,-1.02
HBNC,0.5166,3879,-2.93
PXSAW,0.5163,3880,-4.95
EVYM,0.5162,3881,0.4
TXRH,0.5159,3882,-2.25
KTTA,0.5154,3883,2.03
AMKR,0.5153,3884,0.39
TZOO,0.5153,3885,8.73
AREB,0.5152,3886,-0.3
HMST,0.5152,3887,7.87
WCBR,0.515,3888,-3.66
ENDW,0.5149,3889,14.16
VRM,0.5148,3890,8.87
ELWS,0.5147,3891,7.74
QH,0.5147,3892,-3.91
TTD,0.5146,3893,13.56
GVH,0.5144,3894,9.32
ADD,0.5141,3895,4.76
YMAB,0.5141,3896,10.39
PYXS,0.5138,3897,1.25
STRF,0.5138,3898,4.16
SEAT,0.5136,3899,14.18
HUMAW,0.5135,3900,7.17
RNW,0.5131,3901,4.8
PFIS,0.513,3902,11.8
COIG,0.5128,3903,13.6
OLPX,0.5125,3904,-2.79
FTAIM,0.5122,3905,8.52
CAN,0.5116,3906,-0.23
GBDC,0.5115,3907,9.28
ALDFW,0.5112,3908,5.31
FLNC,0.5112,3909,10.55
YHC,0.5112,3910,5.89
DAVE,0.5111,3911,12.1
RSVR,0.5111,3912,-2.88
CGEM,0.511,3913,6.04
DOGZ,0.5109,3914,2.27
ITRM,0.5109,3915,7.83
CAR,0.5108,3916,10.8
CXAIW,0.5108,3917,14.77
MSTX,0.5108,3918,2.5
FORR,0.5104,3919,-4.39
EDSA,0.5102,3920,-3.42
SNSE,0.5102,3921,-4.59
CBUS,0.5101,3922,14.87
LVTX,0.5101,3923,-1.13
POOL,0.5101,3924,7.85
LRGE,0.51,3925,-4.68
CZAR,0.5095,3926,6.94
DVQQ,0.5095,3927,6.41
HIMX,0.5095,3928,13.61
ONMDW,0.5094,3929,11.22
ONFO,0.5092,3930,10.62
SNOA,0.5091,3931,-1.3
COOT,0.509,3932,14.83
RDZNW,0.509,3933,11.5
FVCB,0.5087,3934,-2.08
KROP,0.5087,3935,10.73
LAMR,0.5086,3936,-2.77
SMCZ,0.5086,3937,-0.62
JTEK,0.5083,3938,5.23
EGHT,0.5082,3939,-2.93
HNNAZ,0.5082,3940,-1.57
SJ,0.5082,3941,6.2
TSLG,0.5082,3942,1.1
HSPOU,0.508,3943,2.73
AVBP,0.5079,3944,5.81
NYMTN,0.5079,3945,9.12
WDAY,0.5079,3946,13.06
KBSX,0.5077,3947,7.62
BPYPM,0.5074,3948,9.03
CBFV,0.5073,3949,8.18
SSKN,0.5073,3950,1.44
SEATW,0.5072,3951,12.76
FEP,0.507,3952,-0.08
HLXB,0.507,3953,13.38
TFSL,0.5068,3954,7.52
JZXN,0.5067,3955,4.87
LIXT,0.5067,3956,-2.71
DYNXW,0.5066,3957,14.1
EFAS,0.5066,3958,2.13
USEA,0.5066,3959,9.39
WERN,0.5065,3960,1.66
WSML,0.5065,3961,7.14
BIB,0.5064,3962,12.24
NAMSW,0.5064,3963,1.85
RSLS,0.5061,3964,5.86
CORZZ,0.506,3965,5.77
MYMH,0.5058,3966,6.98
NYMT,0.5058,3967,-3.66
SCSC,0.5057,3968,-2.28
ALRM,0.5056,3969,2.32
ZVSA,0.5056,3970,9.06
MMSI,0.5053,3971,-1.35
MSFL,0.5051,3972,11.24
TAVIR,0.5051,3973,11.31
HDSN,0.505,3974,2.33
AMDS,0.5047,3975,-1.24
DARE,0.5047,3976,-4.43
AEVA,0.5045,3977,11.6
NRC,0.5044,3978,8.61
EQRR,0.5043,3979,11.3
JFIN,0.5042,3980,-0.57
PYPD,0.5042,3981,9.31
WCT,0.5042,3982,-1.07
NMIH,0.504,3983,4.97
RNEM,0.504,3984,1.89
ASMG,0.5036,3985,-2.46
QQQT,0.5036,3986,9.09
OCS,0.5035,3987,10.32
VBIL,0.5032,3988,10.54
ASRT,0.5031,3989,-1.04
DUOL,0.5031,3990,-3.22
XFIX,0.503,3991,7.27
CLNNW,0.5029,3992,0.74
LSB,0.5029,3993,-1.16
MBS,0.5029,3994,10.84
ENLV,0.5028,3995,4.4
PERI,0.5028,3996,7.14
TDAC,0.5027,3997,8.87
INTR,0.5025,3998,9.96
TIGR,0.5025,3999,12.43
BHFAL,0.5024,4000,3.43
OXLCL,0.5024,4001,14.59
CNET,0.5021,4002,13.37
SGHT,0.5019,4003,6.39
IINN,0.5018,4004,-1.5
QTRX,0.5018,4005,6.93
INEO,0.5016,4006,0.25
TOYO,0.5015,4007,-3.0
SMX,0.5014,4008,14.65
AGNCO,0.5013,4009,-2.72
REPL,0.5013,4010,7.31
FLUX,0.5012,4011,10.02
MBOT,0.5012,4012,-2.7
OXSQ,0.501,4013,11.18
PMVP,0.501,4014,8.03
PRPH,0.5007,4015,8.41
QSIAW,0.5005,4016,0.99
ENTO,0.5004,4017,11.41
LMFA,0.5003,4018,0.65
SJW,0.5001,4019,-3.14
SMRI,0.5001,4020,13.49
DRDB,0.5,4021,8.75
DWAS,0.5,4022,12.08
CHCO,0.4999,4023,5.21
GOVXW,0.4999,4024,-3.89
HSPTR,0.4995,4025,-3.81
CARM,0.4994,4026,-0.5
EUDAW,0.4994,4027,11.48
RGTIW,0.4994,4028,9.72
UCL,0.4994,4029,0.15
YLDE,0.4994,4030,5.24
SDVY,0.4991,4031,7.81
MBAVW,0.499,4032,2.34
FDTX,0.4984,4033,7.45
SSNC,0.4984,4034,2.78
TELA,0.4984,4035,1.67
FHTX,0.4983,4036,13.15
KXIN,0.4983,4037,10.87
ADGM,0.4981,4038,11.43
EDUC,0.4979,4039,10.63
MBUU,0.4979,4040,2.19
SYPR,0.4979,4041,5.37
DIST,0.4978,4042,0.19
PDYNW,0.4978,4043,1.91
MIST,0.4977,4044,5.6
EYPT,0.4976,4045,7.9
JSMD,0.4976,4046,11.24
LTRN,0.4976,4047,13.72
TTAN,0.4976,4048,0.44
FJP,0.4974,4049,2.39
ATXG,0.4973,4050,10.15
FCAP,0.4973,4051,11.89
MBBC,0.4973,4052,12.56
ALTO,0.497,4053,-2.02
KRKR,0.4969,4054,6.22
FOXXW,0.4968,4055,4.04
ESHA,0.4966,4056,6.93
TRMB,0.4966,4057,12.17
GSIT,0.4962,4058,-3.55
ODFL,0.4962,4059,-3.64
GILT,0.4958,4060,-3.4
BYRN,0.4957,4061,12.69
FNK,0.4957,4062,12.68
HQGO,0.4957,4063,14.28
LQDA,0.4955,4064,14.84
TSL,0.4955,4065,2.43
PCMM,0.4954,4066,-2.14
ACHC,0.4953,4067,8.05
AFYA,0.4951,4068,1.26
CCIXW,0.495,4069,-2.41
ENGN,0.4948,4070,9.47
KFIIR,0.4946,4071,-2.0
PRAA,0.4944,4072,13.9
VLCN,0.4944,4073,-3.11
GOVI,0.4943,4074,9.51
NDSN,0.4942,4075,-1.45
RR,0.4941,4076,3.72
LOBO,0.494,4077,4.71
ALGM,0.4939,4078,1.48
IOVA,0.4937,4079,3.57
ANGHW,0.4936,4080,13.65
CDIOW,0.4936,4081,-0.25
FCUV,0.4936,4082,-3.04
KARO,0.4935,4083,7.54
TRS,0.4934,4084,9.6
GECC,0.4933,4085,8.09
YSPY,0.4933,4086,0.28
LPTX,0.4932,4087,-1.11
DGRW,0.4931,4088,3.41
XENE,0.4931,4089,0.61
CHX,0.493,4090,-0.37
COLAR,0.493,4091,6.89
MTEK,0.4929,4092,10.56
PBQQ,0.4929,4093,5.86
RENEU,0.4926,4094,0.22
GECCZ,0.4924,4095,-1.95
BOWNR,0.4923,4096,3.72
PSTV,0.4923,4097,10.3
NETD,0.4921,4098,-3.29
POWL,0.4919,4099,-3.91
UBRL,0.4919,4100,1.18
AARD,0.4917,4101,-3.6
IQQQ,0.4916,4102,-4.59
TSMX,0.4914,4103,6.59
CDXS,0.4912,4104,-4.48
ACXP,0.491,4105,4.05
IPDN,0.4908,4106,0.47
PETZ,0.4908,4107,-3.6
RVYL,0.4907,4108,3.79
SMTI,0.4906,4109,2.02
IBKR,0.4905,4110,4.11
REAX,0.4905,4111,1.13
UTHY,0.4904,4112,0.63
NPCE,0.4903,4113,-4.79
INTC,0.4901,4114,11.69
SVIIW,0.4901,4115,3.36
BRLT,0.49,4116,14.57
SKYU,0.49,4117,-2.25
SKYW,0.49,4118,9.12
GP,0.4899,4119,9.75
CSTE,0.4898,4120,2.27
IBAT,0.4898,4121,7.61
NNBR,0.4897,4122,13.92
JOUT,0.4895,4123,-2.62
PXI,0.4894,4124,0.18
TARK,0.4893,4125,12.29
TSEL,0.4892,4126,7.56
AKYA,0.4891,4127,8.87
OTLY,0.4891,4128,-0.76
SFNC,0.489,4129,14.23
UPXI,0.489,4130,8.9
DGII,0.4888,4131,3.36
UNCY,0.4888,4132,-3.62
ALEC,0.4883,4133,11.98
TMUS,0.4883,4134,9.39
UEVM,0.4883,4135,5.0
LIND,0.4882,4136,5.22
LVO,0.4882,4137,2.51
CPRT,0.4881,4138,9.99
SNCRL,0.488,4139,14.28
PGC,0.4879,4140,8.89
HSON,0.4878,4141,-1.2
ADUS,0.4876,4142,-2.52
PRTG,0.4876,4143,10.8
PTIXW,0.4875,4144,6.51
UYSCU,0.4875,4145,2.12
ARBKL,0.4874,4146,0.34
XMAG,0.4872,4147,-4.7
EXTR,0.4871,4148,6.09
PDBC,0.4871,4149,1.05
KNGZ,0.487,4150,10.64
SIFY,0.487,4151,9.91
EMCG,0.4869,4152,1.56
IESC,0.4868,4153,2.42
ULCC,0.4868,4154,2.24
XOMX,0.4865,4155,10.88
GOODO,0.4863,4156,11.91
INVZ,0.4862,4157,4.39
